# Viterbi_decoding posterior_decoding posterior_mean
1.75 1.75 2.08098712683112
1.75 1.75 2.0812256106980023
1.75 1.75 2.0814657103989314
1.75 1.75 2.0817074292668094
1.75 1.75 2.081950770657648
1.75 1.75 2.082195737954851
1.75 1.75 2.082442334564479
1.75 1.75 2.0826905639173714
1.75 1.75 2.0829404294708826
1.75 1.75 2.0831919347067913
1.75 1.75 2.083445083132637
1.75 1.75 2.0836998782805134
1.75 1.75 2.083956323708435
1.75 1.75 2.0842144230006707
1.75 1.75 2.084474179766141
1.75 1.75 2.084735597640364
1.75 1.75 2.084998680285036
1.75 1.75 2.0852634313865006
1.75 1.75 2.085529854659017
1.75 1.75 2.085797953841425
1.75 1.75 2.086067732700347
1.75 1.75 2.0863391950282657
1.75 1.75 2.0866123446449554
1.75 1.75 2.086887185396482
1.75 1.75 2.0871637211548646
1.75 1.75 2.087441955820689
1.75 1.75 2.087721893320807
1.75 1.75 2.088003537609215
1.75 1.75 2.088286892668552
1.75 1.75 2.088571962507325
1.75 1.75 2.0888587511619208
1.75 1.75 2.0891472626977152
1.75 1.75 2.0894375012062163
1.75 1.75 2.089729470808023
1.75 1.75 2.090023175652013
1.75 1.75 2.0903186199138593
1.75 1.75 2.0906158078001638
1.75 1.75 2.0909147435429927
1.75 1.75 2.0912154314058897
1.75 1.75 2.091517875679623
1.75 1.75 2.0918220806848553
1.75 1.75 2.0921280507696527
1.75 1.75 2.0924357903130555
1.75 1.75 2.09274530372178
1.75 1.75 2.0930565954336573
1.75 1.75 2.09336966991572
1.75 1.75 2.0936845316636887
1.75 1.75 2.094001185205305
1.75 1.75 2.0943196350959976
1.75 1.75 2.094639885923546
1.75 1.75 2.0949619423033625
1.75 1.75 2.0952858088846753
1.75 1.75 2.0956114903455902
1.75 1.75 2.095938991394887
1.75 1.75 2.0962683167724747
1.75 1.75 2.0965994712501868
1.75 1.75 2.096932459629883
1.75 1.75 2.097267286745322
1.75 1.75 2.097603957462889
1.75 1.75 2.097942476679304
1.75 1.75 2.098282849323976
1.75 1.75 2.0986250803579374
1.75 1.75 2.0989691747746875
1.75 1.75 2.0993151376003656
1.75 1.75 2.0996629738935835
1.75 1.75 2.100012688744825
1.75 1.75 2.1003642872786865
1.75 1.75 2.1007177746524173
1.75 1.75 2.1010731560565454
1.75 1.75 2.1014304367150842
1.75 1.75 2.101789621885591
1.75 1.75 2.102150716858761
1.75 1.75 2.1025137269604666
1.75 1.75 2.1028786575495197
1.75 1.75 2.1032455140199473
1.75 1.75 2.1036143018000235
1.75 1.75 2.1039850263526207
1.75 1.75 2.1043576931754355
1.75 1.75 2.1047323078008695
1.75 1.75 2.10510887579748
1.75 1.75 2.1054874027686923
1.75 1.75 2.105867894353796
1.75 1.75 2.106250356227125
1.75 1.75 2.106634794099809
1.75 1.75 2.107021213719463
1.75 1.75 2.1074096208688977
1.75 1.75 2.107800021368765
1.75 1.75 2.1081924210757585
1.75 1.75 2.1085868258842586
1.75 1.75 2.108983241725375
1.75 1.75 2.109381674567383
1.75 1.75 2.1097821304170714
1.75 1.75 2.1101846153181483
1.75 1.75 2.110589135352659
1.75 1.75 2.1109956966417145
1.75 1.75 2.11140430534349
1.75 1.75 2.1118149676555515
1.75 1.75 2.112227689815178
1.75 1.75 2.1126424780974324
1.75 1.75 2.1130593388177683
1.75 1.75 2.1134782783300357
1.75 1.75 2.113899303029077
1.75 1.75 2.1143224193488193
1.75 1.75 2.114747633764535
1.75 1.75 2.115174952791342
1.75 1.75 2.1156043829849613
1.75 1.75 2.1160359309424233
1.75 1.75 2.1164696033020096
1.75 1.75 2.11690540674272
1.75 1.75 2.117343347986071
1.75 1.75 2.117783433795028
1.75 1.75 2.1182256709754705
1.75 1.75 2.118670066374635
1.75 1.75 2.119116626882795
1.75 1.75 2.1195653594334334
1.75 1.75 2.120016271003137
1.75 1.75 2.120469368612052
1.75 1.75 2.1209246593231676
1.75 1.75 2.1213821502448953
1.75 1.75 2.121841848528168
1.75 1.75 2.122303761369512
1.75 1.75 2.122767896010418
1.75 1.75 2.12323425973642
1.75 1.75 2.1237028598789545
1.75 1.75 2.1241737038142525
1.75 1.75 2.1246467989651134
1.75 1.75 2.125122152801039
1.75 1.75 2.1255997728361233
1.75 1.75 2.1260796666328297
1.75 1.75 2.126561841800256
1.75 1.75 2.1270463059933697
1.75 1.75 2.1275330669159387
1.75 1.75 2.128022132320065
1.75 1.75 2.1285135100043338
1.75 1.75 2.129007207816651
1.75 1.75 2.1295032336544613
1.75 1.75 2.130001595462695
1.75 1.75 2.1305023012361493
1.75 1.75 2.1310053590192353
1.75 1.75 2.1315107769066683
1.75 1.75 2.1320185630429815
1.75 1.75 2.1325287256238608
1.75 1.75 2.133041272894861
1.75 1.75 2.133556213153738
1.75 1.75 2.1340735547487992
1.75 1.75 2.134593306080528
1.75 1.75 2.1351154756026776
1.75 1.75 2.1356400718194197
1.75 1.75 2.1361671032894884
1.75 1.75 2.1366965786247794
1.75 1.75 2.1372285064891274
1.75 1.75 2.13776289560189
1.75 1.75 2.138299754735414
1.75 1.75 2.1388390927175918
1.75 1.75 2.139380918430475
1.75 1.75 2.1399252408116727
1.75 1.75 2.1404720688541574
1.75 1.75 2.1410214116068826
1.75 1.75 2.1415732781755485
1.75 1.75 2.142127677722006
1.75 1.75 2.142684619465488
1.75 1.75 2.1432441126832713
1.75 1.75 2.1438061667087673
1.75 1.75 2.1443707909347114
1.75 1.75 2.144937994812854
1.75 1.75 2.145507787852228
1.75 1.75 2.146080179623116
1.75 1.75 2.1466551797540925
1.75 1.75 2.147232797934616
1.75 1.75 2.147813043913867
1.75 1.75 2.1483959275030995
1.75 1.75 2.148981458574297
1.75 1.75 2.1495696470612926
1.75 1.75 2.1501605029593205
1.75 1.75 2.150754036326749
1.75 1.75 2.151350257285221
1.75 1.75 2.151949176019061
1.75 1.75 2.1525508027774722
1.75 1.75 2.1531551478719066
1.75 1.75 2.1537622216808554
1.75 1.75 2.1543720346472033
1.75 1.75 2.1549845972778146
1.75 1.75 2.1555999201471114
1.75 1.75 2.156218013895524
1.75 1.75 2.1568388892310133
1.75 1.75 2.1574625569278094
1.75 1.75 2.1580890278281646
1.75 1.75 2.1587183128435172
1.75 1.75 2.1593504229531053
1.75 1.75 2.159985369205603
1.75 1.75 2.1606231627187213
1.75 1.75 2.1612638146814365
1.75 1.75 2.1619073363530865
1.75 1.75 2.162553739063292
1.75 1.75 2.1632030342144675
1.75 1.75 2.163855233279922
1.75 1.75 2.164510347806707
1.75 1.75 2.16516838941394
1.75 1.75 2.1658293697953654
1.75 1.75 2.1664933007178684
1.75 1.75 2.167160194023488
1.75 1.75 2.1678300616300072
1.75 1.75 2.1685029155289746
1.75 1.75 2.169178767790997
1.75 1.75 2.169857630560257
1.75 1.75 2.1705395160605647
1.75 1.75 2.1712244365927007
1.75 1.75 2.1719124045351967
1.75 1.75 2.172603432347131
1.75 1.75 2.1732975325654538
1.75 1.75 2.173994717807885
1.75 1.75 2.1746950007733967
1.75 1.75 2.17539839424008
1.75 1.75 2.1761049110698476
1.75 1.75 2.176814564205516
1.75 1.75 2.177527366673781
1.75 1.75 2.1782433315853087
1.75 1.75 2.1789624721333665
1.75 1.75 2.1796848015962116
1.75 1.75 2.1804103333388625
1.75 1.75 2.1811390808101048
1.75 1.75 2.1818710575470055
1.75 1.75 2.182606277173286
1.75 1.75 2.183344753400247
1.75 1.75 2.1840865000272696
1.75 1.75 2.1848315309437316
1.75 1.75 2.1855798601274556
1.75 1.75 2.1863315016478575
1.75 1.75 2.18708646966443
1.75 1.75 2.1878447784291666
1.75 1.75 2.188606442285812
1.75 1.75 2.18937147567165
1.75 1.75 2.1901398931164198
1.75 1.75 2.190911709245465
1.75 1.75 2.191686938778228
1.75 1.75 2.192465596530626
1.75 1.75 2.193247697415638
1.75 1.75 2.1940332564417293
1.75 1.75 2.194822288716021
1.75 1.75 2.195614809444007
1.75 1.75 2.1964108339308166
1.75 1.75 2.1972103775818055
1.75 1.75 2.198013455903411
1.75 1.75 2.1988200845011505
1.75 1.75 2.1996302790863713
1.75 1.75 2.2004440554712823
1.75 1.75 2.201261429571876
1.75 1.75 2.202082417409486
1.75 1.75 2.2029070351098805
1.75 1.75 2.203735298906318
1.75 1.75 2.2045672251378567
1.75 1.75 2.20540283025129
1.75 1.75 2.2062421308025755
1.75 1.75 2.2070851434564784
1.75 1.75 2.2079318849885357
1.75 1.75 2.2087823722842277
1.75 1.75 2.209636622341593
1.75 1.75 2.2104946522710995
1.75 1.75 2.2113564792969673
1.75 1.75 2.212222120757523
1.75 1.75 2.2130915941057325
1.75 1.75 2.213964916911912
1.75 1.75 2.214842106862263
1.75 1.75 2.215723181761451
1.75 1.75 2.2166081595318374
1.75 1.75 2.21749705821704
1.75 1.75 2.2183898959798927
1.75 1.75 2.2192866911050317
1.75 1.75 2.2201874619996502
1.75 1.75 2.2210922271944895
1.75 1.75 2.2220010053444836
1.75 1.75 2.2229138152293655
1.75 1.75 2.223830675754341
1.75 1.75 2.224751605953768
1.75 1.75 2.225676624987835
1.75 1.75 2.2266057521477443
1.75 1.75 2.2275390068539167
1.75 1.75 2.228476408657184
1.75 1.75 2.2294179772415763
1.75 1.75 2.2303637324233314
1.75 1.75 2.231313694154025
1.75 1.75 2.2322678825191313
1.75 1.75 2.233226317740483
1.75 1.75 2.234189020177392
1.75 1.75 2.2343262638546157
1.75 1.75 2.234465517036936
1.75 1.75 2.2346067826604408
1.75 1.75 2.234750063707205
1.75 1.75 2.2348953632025306
1.75 1.75 2.2350426842166717
1.75 1.75 2.2351920298652064
1.75 1.75 2.235343403308949
1.75 1.75 2.235496807753651
1.75 1.75 2.2356522464509423
1.75 1.75 2.2358097226978617
1.75 1.75 2.235969239836279
1.75 1.75 2.2361308012556558
1.75 1.75 2.2362944103901174
1.75 1.75 2.2364600707211433
1.75 1.75 2.236627785775443
1.75 1.75 2.2367975591274347
1.75 1.75 2.236969394398052
1.75 1.75 2.237143295254356
1.75 1.75 2.237319265410925
1.75 1.75 2.237497308630527
1.75 1.75 2.2376774287226473
1.75 1.75 2.237859629544317
1.75 1.75 2.2380439150007287
1.75 1.75 2.2382302890455197
1.75 1.75 2.2384187556792066
1.75 1.75 2.237974713695795
1.75 1.75 2.23753316024741
1.75 1.75 2.2370940883074257
1.75 1.75 2.2366574909022345
1.75 1.75 2.236223361114425
1.75 1.75 2.235791692082933
1.75 1.75 2.2353624770009506
1.75 1.75 2.23493570911685
1.75 1.75 2.234511381733509
1.75 1.75 2.234089488208522
1.75 1.75 2.2336700219530545
1.75 1.75 2.233252976432378
1.75 1.75 2.232838345166213
1.75 1.75 2.232426121726204
1.75 1.75 2.232016299738529
1.75 1.75 2.23160887288034
1.75 1.75 2.2312038348840875
1.75 1.75 2.230801179533039
1.75 1.75 2.2304009006630228
1.75 1.75 2.2300029921616358
1.75 1.75 2.2296074479686774
1.75 1.75 2.22921426207536
1.75 1.75 2.2288234285244455
1.75 1.75 2.2272900734984336
1.75 1.75 2.2257628834826435
1.75 1.75 2.2242418286632133
1.75 1.75 2.2227268794164208
1.75 1.75 2.221218006305055
1.75 1.75 2.2197151800774364
1.75 1.75 2.218218371666357
1.75 1.75 2.216727552188302
1.75 1.75 2.2152426929399422
1.75 1.75 2.2137637653996927
1.75 1.75 2.2122907412237685
1.75 1.75 2.21082359224626
1.75 1.75 2.209362290476909
1.75 1.75 2.2079068081005517
1.75 1.75 2.206457117476213
1.75 1.75 2.205013191133856
1.75 1.75 2.2035750017744267
1.75 1.75 2.202142522268641
1.75 1.75 2.2007157256562584
1.75 1.75 2.199294585143228
1.75 1.75 2.1978790741013317
1.75 1.75 2.196469166066689
1.75 1.75 2.195064834739607
1.75 1.75 2.1936660539814135
1.75 1.75 2.192272797813757
1.75 1.75 2.1908850404198814
1.75 1.75 2.189502756139975
1.75 1.75 2.188125919472222
1.75 1.75 2.186754505069749
1.75 1.75 2.1853884877422605
1.75 1.75 2.184027842451818
1.75 1.75 2.182672544313696
1.75 1.75 2.1813225685943665
1.75 1.75 2.1799778907115273
1.75 1.75 2.1786384862302843
1.75 1.75 2.1773043308657263
1.75 1.75 2.175975400479437
1.75 1.75 2.1746516710784674
1.75 1.75 2.1733331188145018
1.75 1.75 2.1720197199845774
1.75 1.75 2.170711451026942
1.75 1.75 2.169408288522164
1.75 1.75 2.1681102091915823
1.75 1.75 2.1668171898959607
1.75 1.75 2.1655292076346155
1.75 1.75 2.1642462395446564
1.75 1.75 2.1629682628992986
1.75 1.75 2.1616952551076296
1.75 1.75 2.160427193713596
1.75 1.75 2.1591640563944714
1.75 1.75 2.1579058209608153
1.75 1.75 2.1566524653527863
1.75 1.75 2.155403967643955
1.75 1.75 2.1541603060359944
1.75 1.75 2.1529214588603525
1.75 1.75 2.1516874045754517
1.75 1.75 2.1504581217667713
1.75 1.75 2.149233589146242
1.75 1.75 2.1480137855512025
1.75 1.75 2.146798689942663
1.75 1.75 2.1455882814053324
1.75 1.75 2.144382539146097
1.75 1.75 2.143181442493551
1.75 1.75 2.1419849708971688
1.75 1.75 2.1407931039256067
1.75 1.75 2.1396058212677707
1.75 1.75 2.1384231027290053
1.75 1.75 2.1372449282339985
1.75 1.75 2.1360712778218685
1.75 1.75 2.134902131648577
1.75 1.75 2.1337374699844536
1.75 1.75 2.1325772732140544
1.75 1.75 2.131421521835165
1.75 1.75 2.130270196457274
1.75 1.75 2.129123277802095
1.75 1.75 2.12798074670211
1.75 1.75 2.126842584099577
1.75 1.75 2.125708771045686
1.75 1.75 2.124579288701602
1.75 1.75 2.123454118334165
1.75 1.75 2.122333241318725
1.75 1.75 2.1212166391350045
1.75 1.75 2.1201042933701677
1.75 1.75 2.11899618571528
1.75 1.75 2.117892297965159
1.75 1.75 2.1167926120185165
1.75 1.75 2.11569710987563
1.75 1.75 2.1146057736398336
1.75 1.75 2.113518585513755
1.75 1.75 2.112435527801981
1.75 1.75 2.111356582909154
1.75 1.75 2.1102817333379553
1.75 1.75 2.109210961688451
1.75 1.75 2.108144250660506
1.75 1.75 2.107081583049264
1.75 1.75 2.10602294174794
1.75 1.75 2.1049683097435787
1.75 1.75 2.103917670118952
1.75 1.75 2.102871006051922
1.75 1.75 2.1018283008128162
1.75 1.75 2.1007895377655816
1.75 1.75 2.0997547003670127
1.75 1.75 2.0987237721648206
1.75 1.75 2.097696736797952
1.75 1.75 2.0966735779970396
1.75 1.75 2.095654279581484
1.75 1.75 2.094638825459634
1.75 1.75 2.0936271996300713
1.75 1.75 2.0926193861779767
1.75 1.75 2.0916153692779744
1.75 1.75 2.090615133189396
1.75 1.75 2.089618662258756
1.75 1.75 2.0886259409189303
1.75 1.75 2.0876369536870225
1.75 1.75 2.0866516851655508
1.75 1.75 2.0856701200406094
1.75 1.75 2.084692243081266
1.75 1.75 2.083718039140316
1.75 1.75 2.082747493153016
1.75 1.75 2.0817805901362063
1.75 1.75 2.0808173151875984
1.75 1.75 2.0798576534861906
1.75 1.75 2.0789015902899597
1.75 1.75 2.0779491109384383
1.75 1.75 2.077000200849184
1.75 1.75 2.0760548455179633
1.75 1.75 2.075113030518935
1.75 1.75 2.0741747415046476
1.75 1.75 2.07323996420434
1.75 1.75 2.0723086844223486
1.75 1.75 2.071380888041217
1.75 1.75 2.07045656101762
1.75 1.75 2.069535689384193
1.75 1.75 2.068618259247206
1.75 1.75 2.0677042567876827
1.75 1.75 2.0667936682597263
1.75 1.75 2.06588647999137
1.75 1.75 2.0649826783819805
1.75 1.75 2.0640822499046876
1.75 1.75 2.063185181102679
1.75 1.75 2.062291458591908
1.75 1.75 2.061401069058005
1.75 1.75 2.0605139992571027
1.75 1.75 2.0596302360157748
1.75 1.75 2.0587497662287677
1.75 1.75 2.0578725768614743
1.75 1.75 2.056998654946526
1.75 1.75 2.0561279875851315
1.75 1.75 2.055260561946207
1.75 1.75 2.054396365265188
1.75 1.75 2.0535353848458318
1.75 1.75 2.0526776080563685
1.75 1.75 2.051823022332257
1.75 1.75 2.050971615174187
1.75 1.75 2.0501233741475957
1.75 1.75 2.0492782868834745
1.75 1.75 2.0484363410754565
1.75 1.75 2.0475975244827116
1.75 1.75 2.0467618249269344
1.75 1.75 2.0459292302936234
1.75 1.75 2.045099728530243
1.75 1.75 2.04427330764716
1.75 1.75 2.0434499557154706
1.75 1.75 2.0426296608689696
1.75 1.75 2.0418124113027107
1.75 1.75 2.040998195271267
1.75 1.75 2.0401870010908723
1.75 1.75 2.0393788171372687
1.75 1.75 2.0385736318452605
1.75 1.75 2.0377714337090156
1.75 1.75 2.0369722112823627
1.75 1.75 2.0361759531770924
1.75 1.75 2.035382648063036
1.75 1.75 2.0345922846684483
1.75 1.75 2.0338048517785117
1.75 1.75 2.033020338234771
1.75 1.75 2.032238732937008
1.75 1.75 2.0314600248407406
1.75 1.75 2.0306842029574206
1.75 1.75 2.029911256353976
1.75 1.75 2.029141174152884
1.75 1.75 2.0283739455323975
1.75 1.75 2.0276095597240755
1.75 1.75 2.026848006014908
1.75 1.75 2.026089273745273
1.75 1.75 2.0253333523101844
1.75 1.75 2.0245802311562975
1.75 1.75 2.023829899785682
1.75 1.75 2.0230823477507367
1.75 1.75 2.0223375646581196
1.75 1.75 2.0215955401651775
1.75 1.75 2.0208562639822825
1.75 1.75 2.0201197258710084
1.75 1.75 2.0193859156435923
1.75 1.75 2.0186548231635197
1.75 1.75 2.017926438344637
1.75 1.75 2.0172007511514236
1.75 1.75 2.0164777515980044
1.75 1.75 2.0157574297481853
1.75 1.75 2.015039775715013
1.75 1.75 2.0143247796605084
1.75 1.75 2.013612431797461
1.75 1.75 2.012902722383669
1.75 1.75 2.0121956417285265
1.75 1.75 2.01149118018679
1.75 1.75 2.010789328162355
1.75 1.75 2.0100900761060894
1.75 1.75 2.009393414516218
1.75 1.75 2.0086993339375
1.75 1.75 2.0080078249611217
1.75 1.75 2.0073188782258504
1.75 1.75 2.0066324844140446
1.75 1.75 2.0059486342557986
1.75 1.75 2.0052673185266126
1.75 1.75 2.0045885280456472
1.75 1.75 2.0039122536787963
1.75 1.75 2.003238486336491
1.75 1.75 2.0025672169730995
1.75 1.75 2.001898436586955
1.75 1.75 2.0012321362204153
1.75 1.75 2.0005683069599485
1.75 1.75 1.9999069399351352
1.75 1.75 1.9992480263191204
1.75 1.75 1.9985915573280186
1.75 1.75 1.9979375242200161
1.75 1.75 1.9972859182967309
1.75 1.75 1.9966367309014794
1.75 1.75 1.995989953418985
1.75 1.75 1.9953455772770068
1.75 1.75 1.9947035939439968
1.75 1.75 1.9940639949298824
1.75 1.75 1.9934267717859253
1.75 1.75 1.9927919161036252
1.75 1.75 1.9921594195157806
1.75 1.75 1.9915292736949217
1.75 1.75 1.9909014703547585
1.75 1.75 1.9902760012478062
1.75 1.75 1.9896528581665263
1.75 1.75 1.9890320329438806
1.75 1.75 1.9884135174505513
1.75 1.75 1.9877973035972762
1.75 1.75 1.9871833833341244
1.75 1.75 1.986571748648069
1.75 1.75 1.9859623915659526
1.75 1.75 1.9853553041524148
1.75 1.75 1.984750478510593
1.75 1.75 1.9841479067806758
1.75 1.75 1.9835475811406527
1.75 1.75 1.9829494938057874
1.75 1.75 1.9823536370287669
1.75 1.75 1.981760003099675
1.75 1.75 1.981168584344222
1.75 1.75 1.9805793731262065
1.75 1.75 1.9799923618451936
1.75 1.75 1.9794075429356213
1.75 1.75 1.9788249088700889
1.75 1.75 1.9782444521552647
1.75 1.75 1.9776661653352354
1.75 1.75 1.977090040987909
1.75 1.75 1.9765160717268415
1.75 1.75 1.9759442502014435
1.75 1.75 1.9753745690944873
1.75 1.75 1.974807021124609
1.75 1.75 1.9742415990450692
1.75 1.75 1.973678295643058
1.75 1.75 1.9731171037391804
1.75 1.75 1.9725580161893326
1.75 1.75 1.9720010258824983
1.75 1.75 1.9714461257412985
1.75 1.75 1.9708933087220266
1.75 1.75 1.970342567813502
1.75 1.75 1.969793896038439
1.75 1.75 1.9692472864524908
1.75 1.75 1.9687027321435668
1.75 1.75 1.9681602262325835
1.75 1.75 1.9676197618723315
1.75 1.75 1.9670813322483136
1.75 1.75 1.9665449305775347
1.75 1.75 1.966010550110065
1.75 1.75 1.9654781841267452
1.75 1.75 1.9649478259404907
1.75 1.75 1.9644194688943692
1.75 1.75 1.9638931063649427
1.75 1.75 1.9633687317583122
1.75 1.75 1.9628463385123838
1.75 1.75 1.962325920094336
1.75 1.75 1.9618074700035348
1.75 1.75 1.9612909817696975
1.75 1.75 1.9607764489519934
1.75 1.75 1.9602638651405924
1.75 1.75 1.9597532239553899
1.75 1.75 1.9592445190459944
1.75 1.75 1.958737744091861
1.75 1.75 1.9582328928025365
1.75 1.75 1.9577299589159547
1.75 1.75 1.9572289362010686
1.75 1.75 1.9567298184536475
1.75 1.75 1.9562325995000087
1.75 1.75 1.955737273194497
1.75 1.75 1.9552438334218696
1.75 1.75 1.954752274093726
1.75 1.75 1.9542625891499936
1.75 1.75 1.9537747725601828
1.75 1.75 1.953288818321769
1.75 1.75 1.9528047204584618
1.75 1.75 1.9523224730239859
1.75 1.75 1.951842070099541
1.75 1.75 1.9513635057927494
1.75 1.75 1.9508867742399454
1.75 1.75 1.9504118696037858
1.75 1.75 1.94993878607487
1.75 1.75 1.9494675178704508
1.75 1.75 1.9489980592350815
1.75 1.75 1.948530404440361
1.75 1.75 1.9480645477834897
1.75 1.75 1.9476004835897955
1.75 1.75 1.9471382062101354
1.75 1.75 1.946677710022238
1.75 1.75 1.946218989428689
1.75 1.75 1.9457620388600427
1.75 1.75 1.9453068527715414
1.75 1.75 1.9448534256449763
1.75 1.75 1.944401751987049
1.75 1.75 1.943951826330247
1.75 1.75 1.943503643234148
1.75 1.75 1.9430571972804762
1.75 1.75 1.942612483079331
1.75 1.75 1.942169495264064
1.75 1.75 1.9417282284944861
1.75 1.75 1.9412886774541016
1.75 1.75 1.9408508368510915
1.75 1.75 1.940414701419332
1.75 1.75 1.9399802659162966
1.75 1.75 1.9395475251244234
1.75 1.75 1.9391164738504745
1.75 1.75 1.938687106925711
1.75 1.75 1.938259419204821
1.75 1.75 1.937833405566697
1.75 1.75 1.937409060914477
1.75 1.75 1.9369863801748102
1.75 1.75 1.9365653582977844
1.75 1.75 1.9361459902579052
1.75 1.75 1.9357282710512753
1.75 1.75 1.9353121957005583
1.75 1.75 1.9348977592486174
1.75 1.75 1.9344849567625664
1.75 1.75 1.9340737833330226
1.75 1.75 1.9336642340733028
1.75 1.75 1.9332563041191246
1.75 1.75 1.932849988629735
1.75 1.75 1.9324452827864373
1.75 1.75 1.9320421817930449
1.75 1.75 1.9316406808764734
1.75 1.75 1.9312407752852387
1.75 1.75 1.9308424602903365
1.75 1.75 1.9304457311855907
1.75 1.75 1.9300505832851669
1.75 1.75 1.929657011927989
1.75 1.75 1.9292650124723998
1.75 1.75 1.9288745802992873
1.75 1.75 1.9284857108115343
1.75 1.75 1.9280983994336036
1.75 1.75 1.9277126416107235
1.75 1.75 1.927328432810922
1.75 1.75 1.9269457685218212
1.75 1.75 1.9265646442539324
1.75 1.75 1.9261850555377156
1.75 1.75 1.9258069979256862
1.75 1.75 1.9254304669901452
1.75 1.75 1.925055458325219
1.75 1.75 1.9246819675459463
1.75 1.75 1.9243099902872842
1.75 1.75 1.9239395222051763
1.75 1.75 1.9235705589758352
1.75 1.75 1.9232030962967892
1.75 1.75 1.9228371298855482
1.75 1.75 1.922472655478979
1.75 1.75 1.922109668836
1.75 1.75 1.921748165733524
1.75 1.75 1.9213881419704435
1.75 1.75 1.921029593364275
1.75 1.75 1.9206725157528635
1.75 1.75 1.9203169049935431
1.75 1.75 1.9199627569641209
1.75 1.75 1.9196100675614618
1.75 1.75 1.9192588327021887
1.75 1.75 1.9189090483227875
1.75 1.75 1.9185607103772668
1.75 1.75 1.918213814841526
1.75 1.75 1.917868357709866
1.75 1.75 1.917524334994675
1.75 1.75 1.917181742728698
1.75 1.75 1.9168405769633576
1.75 1.75 1.9165008337689378
1.75 1.75 1.9161625092348502
1.75 1.75 1.9158255994683786
1.75 1.75 1.9154901005966063
1.75 1.75 1.915156008765159
1.75 1.75 1.9148233201374705
1.75 1.75 1.9144920308963311
1.75 1.75 1.9141621372426525
1.75 1.75 1.9138336353959484
1.75 1.75 1.9135065215933695
1.75 1.75 1.9131807920911341
1.75 1.75 1.9128564431632749
1.75 1.75 1.9125334711009063
1.75 1.75 1.912211872215885
1.75 1.75 1.9118916428351547
1.75 1.75 1.9115727793053605
1.75 1.75 1.9112552779903011
1.75 1.75 1.9109391352710594
1.75 1.75 1.9106243475472806
1.75 1.75 1.9103109112357939
1.75 1.75 1.9099988227707452
1.75 1.75 1.9096880786051675
1.75 1.75 1.9093786752077893
1.75 1.75 1.90907060906592
1.75 1.75 1.9087638766824013
1.75 1.75 1.9084584745797137
1.75 1.75 1.9081543992966394
1.75 1.75 1.907851647388049
1.75 1.75 1.9075502154276271
1.75 1.75 1.9072501000047597
1.75 1.75 1.906951297726196
1.75 1.75 1.9066538052152426
1.75 1.75 1.9063576191128382
1.75 1.75 1.9060627360761029
1.75 1.75 1.9057691527784946
1.75 1.75 1.9054768659109265
1.75 1.75 1.9051858721804307
1.75 1.75 1.9048961683109915
1.75 1.75 1.904607751042112
1.75 1.75 1.9043206171318467
1.75 1.75 1.9040347633512367
1.75 1.75 1.9037501864906576
1.75 1.75 1.9034668833554262
1.75 1.75 1.9031848507670162
1.75 1.75 1.9029040855635095
1.75 1.75 1.902624584599067
1.75 1.75 1.9023463447432325
1.75 1.75 1.9020693628822987
1.75 1.75 1.9017936359185015
1.75 1.75 1.901519160768469
1.75 1.75 1.9012459343662191
1.75 1.75 1.9009739536613182
1.75 1.75 1.9007032156194517
1.75 1.75 1.9004337172201093
1.75 1.75 1.9001654554602818
1.75 1.75 1.8998984273521797
1.75 1.75 1.8996326299224042
1.75 1.75 1.8993680602148033
1.75 1.75 1.8991047152869147
1.75 1.75 1.8988425922131302
1.75 1.75 1.8985816880819717
1.75 1.75 1.8983219999981509
1.75 1.75 1.8980635250807822
1.75 1.75 1.8978062604649053
1.75 1.75 1.8975502032993865
1.75 1.75 1.8972953507499806
1.75 1.75 1.897041699996831
1.75 1.75 1.8967892482339224
1.75 1.75 1.896537992671677
1.75 1.75 1.8962879305346991
1.75 1.75 1.8960390590628329
1.75 1.75 1.8957913755104754
1.75 1.75 1.8955448771464178
1.75 1.75 1.8952995612551464
1.75 1.75 1.8950554251342713
1.75 1.75 1.89481246609797
1.75 1.75 1.8945706814737344
1.75 1.75 1.8943300686032285
1.75 1.75 1.8940906248436684
1.75 1.75 1.8938523475669176
1.75 1.75 1.8936152341580734
1.75 1.75 1.8933792820173454
1.75 1.75 1.8931444885589759
1.75 1.75 1.892910851212318
1.75 1.75 1.8926783674192675
1.75 1.75 1.892447034637752
1.75 1.75 1.8922168503387933
1.75 1.75 1.891987812008382
1.75 1.75 1.8917599171456727
1.75 1.75 1.8915331632648118
1.75 1.75 1.8913075478923924
1.75 1.75 1.8910830685712459
1.75 1.75 1.8908597228561794
1.75 1.75 1.8906375083159463
1.75 1.75 1.8904164225357942
1.75 1.75 1.8901964631116137
1.75 1.75 1.8899776276547684
1.75 1.75 1.8897599137903767
1.75 1.75 1.8895433191561046
1.75 1.75 1.889327841403993
1.75 1.75 1.8891134781999346
1.75 1.75 1.8889002272233777
1.75 1.75 1.888688086167949
1.75 1.75 1.8884770527397703
1.75 1.75 1.8882671246582112
1.75 1.75 1.8880582996577686
1.75 1.75 1.8878505754846375
1.75 1.75 1.8876439498997575
1.75 1.75 1.887438420676282
1.75 1.75 1.8872339856013565
1.75 1.75 1.8870306424755872
1.75 1.75 1.886828389112515
1.75 1.75 1.886627223338945
1.75 1.75 1.8864271429949493
